PLATE,FIB,RA,DEC
2064,387,23.6023,23.9699
2878,633,23.6162,-9.5480
2064,270,23.6177,23.1853
426,395,23.6190,14.1195
662,475,23.6486,-9.5175
1915,429,23.6742,-9.2080
425,561,23.7009,15.3370
1078,182,23.7114,-0.9887
2064,422,23.7567,23.8328
1078,463,23.7799,0.3983
1078,504,23.7855,0.6862
400,44,23.8105,-0.8886
426,272,23.8165,13.7090
1502,112,23.8199,-0.9011
426,261,23.8234,13.8953
400,55,23.8375,-0.9551
1915,378,23.8676,-8.7577
1915,403,23.9282,-8.3269
1502,500,23.9744,0.3641
697,22,23.9758,-0.3765
2064,368,23.9840,24.7336
2064,222,24.0313,23.0571
1915,475,24.0795,-9.3700
662,2,24.1069,-10.5628
1078,130,24.1187,-0.6718
426,433,24.1268,14.5465
698,256,24.1973,-0.7908
425,36,24.2010,14.4280
426,229,24.2015,13.8945
698,427,24.2029,0.3002
1502,90,24.2264,-0.5710
2064,249,24.2323,22.9700
1502,535,24.2356,0.0116
1502,88,24.2504,-0.4563
698,218,24.2627,-0.7041
2865,294,24.3183,-10.2714
663,375,24.3518,-8.4055
426,416,24.3588,15.0817
400,631,24.3748,0.3787
698,219,24.3978,-0.7898
1915,527,24.4348,-8.3929
1078,29,24.4651,-0.8820
698,215,24.4746,-0.9073
698,130,24.5115,-1.0097
426,401,24.5172,15.1643
1502,25,24.5394,-0.9060
698,185,24.5503,-0.5007
698,170,24.5513,-0.3968
698,127,24.5594,-1.0959
401,314,24.5606,0.0010
698,134,24.5811,-0.6722
2064,444,24.5943,24.5554
1915,514,24.5982,-9.3283
1502,628,24.6230,1.0154
663,234,24.6234,-9.8798
2064,126,24.6240,22.7664
2064,484,24.7078,24.0637
1915,510,24.7172,-9.1588
426,496,24.7278,14.4803
663,213,24.7445,-10.2735
663,415,24.7533,-8.7891
663,410,24.7559,-8.4122
1915,43,24.8150,-10.2834
698,505,24.8216,0.5308
663,214,24.8269,-10.2360
2064,173,24.8455,23.5831
426,96,24.8549,13.2395
401,393,24.8730,0.2252
1915,42,24.8759,-10.4549
698,502,24.9229,0.7271
1907,282,24.9238,-0.7265
2064,122,24.9275,22.4330
698,536,24.9853,0.8412
1907,389,25.0274,0.3256
698,541,25.0534,0.4828
1915,561,25.0891,-8.5410
698,545,25.1532,0.5316
663,538,25.1835,-8.6201
663,536,25.2050,-8.6618
2064,147,25.2104,23.1408
1899,359,25.2851,14.0280
401,192,25.3460,-0.4061
699,319,25.3501,0.0123
1899,307,25.3917,13.6997
2064,104,25.3940,23.1929
698,608,25.3998,1.1511
1899,355,25.3998,14.5839
1077,418,25.4212,0.7986
664,308,25.4485,-9.6605
429,342,25.4652,14.0271
401,500,25.5615,0.3901
1915,26,25.6315,-9.8321
664,389,25.6477,-8.5468
1907,194,25.6814,-0.4650
1907,181,25.6936,-0.1718
1915,631,25.7171,-9.3832
2064,589,25.7272,24.1290
664,382,25.7443,-8.6458
1907,184,25.7576,-0.4488
698,628,25.7587,0.7130
1907,469,25.7632,0.1777
699,261,25.7971,-0.3066
426,626,25.8419,14.6934
664,229,25.8682,-10.0054
2064,601,25.9173,24.6205
401,553,25.9496,0.4601
664,322,26.0288,-8.1171
698,640,26.0296,0.0414
1899,373,26.0592,14.8146
2865,615,26.1028,-8.4889
1899,249,26.1174,13.3285
1077,101,26.1343,-0.4222
1077,509,26.1641,0.6683
1077,513,26.1683,0.5887
699,207,26.1786,-1.1013
429,256,26.1877,13.1378
1907,499,26.1955,0.1264
699,422,26.2010,0.3657
699,469,26.2424,0.6939
2064,639,26.2465,23.7687
429,252,26.2681,12.8706
664,470,26.2703,-8.6687
664,203,26.2897,-10.5393
699,215,26.2990,-0.7247
401,595,26.3149,0.4920
664,186,26.3192,-9.7548
664,198,26.3198,-10.0008
429,226,26.3280,13.7167
1907,514,26.3368,0.2784
1907,512,26.3557,0.1444
664,484,26.3736,-8.6926
1077,62,26.3984,-0.2049
1899,202,26.4374,12.9226
1504,349,26.4523,-0.1368
664,510,26.4692,-8.5936
699,179,26.5218,-0.2260
429,200,26.5283,13.7579
664,161,26.5389,-9.4884
1077,65,26.5601,-0.5810
401,17,26.5832,-0.7747
699,454,26.6261,0.8990
1899,166,26.6586,13.6426
1907,117,26.7022,-0.1811
1899,131,26.7491,13.2293
402,271,26.7726,-0.6969
1907,562,26.8145,0.9016
664,93,26.8563,-10.2442
402,400,26.8899,0.0565
699,91,26.8943,-0.8064
1899,482,26.8954,14.4933
699,555,26.9316,0.6472
1907,1,26.9334,-1.1016
1899,498,26.9724,14.5078
1077,627,27.0047,0.3635
402,339,27.0173,0.8210
402,234,27.0402,-0.1716
1907,598,27.0791,0.0664
402,429,27.1514,0.0866
1504,297,27.1668,-1.1622
665,320,27.2111,-9.1203
1907,616,27.2674,0.6167
402,246,27.2720,-1.2347
699,49,27.2972,-0.9890
1898,568,27.3167,14.6379
700,301,27.3228,-0.3663
430,387,27.4082,14.4302
429,575,27.4352,15.0185
1076,269,27.4501,-0.9621
429,584,27.4531,14.2169
700,348,27.4640,0.7917
700,269,27.4940,-0.5065
700,282,27.5106,-0.7036
664,601,27.5270,-8.0344
1504,225,27.5330,-0.6603
665,335,27.5394,-8.4197
1899,70,27.5561,13.7203
402,484,27.5738,0.4840
1504,365,27.6279,0.9982
1899,69,27.6364,13.5079
429,612,27.6370,14.5738
402,505,27.7035,0.6906
1899,67,27.7276,13.4100
1076,234,27.7397,-0.7632
1899,20,27.8034,13.2133
700,361,27.9665,1.0031
665,473,27.9710,-8.6835
700,237,28.0364,-0.1589
1504,131,28.0391,-0.9547
430,423,28.0427,14.1219
1076,514,28.0431,1.2080
429,635,28.0697,13.8597
1076,87,28.1027,-0.5950
1076,200,28.1084,-1.1135
430,479,28.1552,14.0571
700,231,28.1716,-0.5598
1504,155,28.1852,-0.3722
1504,592,28.1910,0.6471
1504,158,28.2385,-0.4301
1504,534,28.3050,0.7988
665,495,28.3076,-8.9724
665,492,28.3190,-8.5285
665,491,28.3502,-8.9566
1505,318,28.4020,-0.0096
403,308,28.4150,-0.1847
700,162,28.4794,-0.3585
1076,54,28.4862,-0.2137
665,123,28.5299,-9.9244
1504,600,28.5327,0.6818
1076,570,28.6240,0.4529
665,548,28.6665,-9.0974
700,511,28.6797,0.8463
430,88,28.6842,13.0132
1505,334,28.7219,0.7883
1076,4,28.7359,-0.4479
700,521,28.7518,1.1001
700,87,28.7635,-0.9416
403,440,28.8051,0.1568
430,549,28.8102,14.2115
1504,3,28.8132,-1.0091
700,549,28.8700,0.4311
700,85,28.8722,-1.1021
403,290,28.9326,-0.8425
665,71,28.9961,-9.5307
2065,304,29.0261,-0.6132
1076,13,29.0288,-0.3010
2065,284,29.0337,-0.8982
1505,300,29.1386,-0.9006
2866,366,29.1572,0.0366
430,586,29.1755,14.3290
1075,425,29.1825,0.6135
430,43,29.2470,12.5332
430,50,29.2671,12.4829
701,317,29.2900,-0.3029
2866,381,29.3289,0.8412
700,621,29.3741,0.0427
403,203,29.4232,-1.1082
1505,196,29.4592,-0.0768
1075,422,29.5018,0.2325
1075,184,29.5093,-0.3750
1505,471,29.5449,0.2447
666,388,29.5628,-8.3582
665,35,29.5645,-9.2619
666,289,29.5733,-10.0511
403,152,29.5824,-0.2061
666,300,29.6272,-9.6088
2866,234,29.6355,-0.7106
427,292,29.6517,12.6495
700,76,29.6745,-0.4167
1075,138,29.7141,-0.8194
701,385,29.7172,0.5106
1505,150,29.7613,-0.5403
700,27,29.7656,-0.5046
1505,129,29.7701,-0.8483
403,518,29.7766,0.3955
1505,454,29.7801,1.1146
427,383,29.8397,14.1787
403,108,29.8545,-0.2987
666,330,29.8975,-8.0169
403,560,29.8978,0.0670
427,227,29.9025,13.1927
427,255,29.9076,13.0063
700,25,29.9257,-0.3188
427,233,29.9279,13.4681
403,70,30.0263,-0.6194
701,433,30.0373,0.3270
701,243,30.0375,-1.2552
1075,550,30.1395,0.4392
701,471,30.2334,0.4908
2866,123,30.2744,-0.3332
666,168,30.3097,-9.1665
427,176,30.3388,13.1902
701,487,30.4312,0.5397
701,136,30.4425,-0.9043
666,136,30.4689,-9.7926
404,319,30.5110,-0.1692
1074,312,30.5157,-0.0517
1505,597,30.5173,0.6411
1505,56,30.5187,-1.0972
701,103,30.5457,-0.3738
1074,342,30.5485,0.3868
701,114,30.5799,-0.6843
701,504,30.6375,0.2794
2866,635,30.7185,0.8522
403,605,30.7263,1.1784
2065,575,30.7473,0.8854
666,119,30.7675,-9.0785
2066,308,30.7720,22.0821
1074,292,30.7798,-1.1217
1505,606,30.7856,0.9406
666,460,30.8101,-8.1419
666,443,30.8182,-7.8089
701,62,30.8603,-0.6650
2065,615,30.8637,0.6606
1506,387,30.8681,0.7062
1505,603,30.8804,0.9616
1505,607,30.8956,0.9988
701,565,31.0280,1.1261
427,115,31.0311,13.4610
1074,244,31.0424,-1.0516
427,531,31.0807,14.6579
701,43,31.1158,-1.2110
701,619,31.1557,0.9726
2065,630,31.1809,0.3047
701,18,31.1879,-1.2537
427,77,31.1924,13.5229
1506,367,31.1948,0.9412
427,59,31.1953,12.9472
2065,633,31.1972,0.2291
666,567,31.2429,-8.1156
1075,34,31.2495,-0.1802
702,306,31.2617,-0.2942
404,404,31.2742,1.2377
2066,300,31.2756,21.7518
2066,388,31.2896,22.8219
2066,230,31.3176,21.9748
427,594,31.3356,13.8267
404,165,31.3717,-0.1536
1506,480,31.4179,0.2735
666,16,31.4521,-10.1289
667,356,31.5339,-8.9898
1074,193,31.5445,-0.3160
702,334,31.5694,0.8594
702,371,31.6222,0.8120
667,275,31.6602,-9.2248
404,525,31.6930,1.0849
2066,418,31.7104,23.1381
1074,493,31.7115,0.0935
667,265,31.7144,-9.6948
1506,136,31.7255,-0.7506
702,255,31.7373,-0.9325
1074,171,31.8319,-0.3333
2066,211,31.8428,21.7356
1506,529,31.8820,1.0636
428,393,31.9252,13.7035
702,473,31.9586,0.0688
1506,536,31.9823,1.1998
428,336,32.0327,14.6487
702,197,32.0373,-0.3306
1074,544,32.0883,0.6263
1074,576,32.1100,0.6362
2066,133,32.1133,21.4295
1074,557,32.1305,0.1051
702,164,32.1582,-0.5729
1074,54,32.1743,-1.2026
702,453,32.2080,0.5963
702,122,32.2276,-1.2267
667,198,32.2309,-9.5841
1506,562,32.2597,1.2132
1506,110,32.2610,-0.5085
667,462,32.2619,-8.4255
1074,42,32.2946,-1.2519
1506,601,32.3664,1.0960
702,508,32.3766,0.3213
702,148,32.4038,-0.3712
702,503,32.4524,0.4574
405,314,32.4613,-0.0851
667,488,32.4663,-8.4847
1073,355,32.4686,0.0210
404,617,32.4715,0.9197
702,535,32.4728,0.8538
2066,538,32.4863,23.1750
1507,314,32.4955,-0.8354
1074,10,32.5003,-1.0358
2321,236,32.5570,6.4126
702,59,32.5994,-1.0822
2321,251,32.6154,5.7860
1507,298,32.6388,-0.9261
667,515,32.6647,-8.3843
2066,509,32.6670,22.9875
405,263,32.6799,-0.3051
667,448,32.6876,-7.7877
667,138,32.7348,-9.7753
2066,558,32.7373,22.6622
667,460,32.7597,-8.1687
1074,28,32.7857,-0.6287
428,401,32.8313,14.4711
428,135,32.8328,12.1764
1507,322,32.8373,1.0845
1507,332,32.8450,0.7821
2321,188,32.8692,6.0378
428,139,32.8715,12.6863
2066,110,32.8910,21.9573
1507,337,32.9018,0.8287
1506,632,32.9069,0.4160
667,557,32.9308,-8.7900
1506,34,32.9557,-0.3178
428,84,32.9614,12.1638
2066,574,32.9880,23.0554
1506,628,33.0036,0.0738
702,62,33.0104,-0.7250
667,143,33.0256,-9.2440
703,390,33.0666,0.6059
702,620,33.0684,1.1221
2321,193,33.0752,6.0961
428,525,33.0814,14.2942
2066,582,33.0821,22.6872
703,297,33.0998,-0.8572
1507,437,33.1049,0.2401
667,82,33.1342,-10.0728
2066,66,33.1740,22.0620
428,518,33.1765,13.5199
703,399,33.1786,0.0993
428,535,33.1893,14.2945
2321,123,33.2295,5.7777
702,22,33.2831,-0.7513
1073,207,33.2839,-1.1971
1507,471,33.3134,0.2168
428,555,33.3255,13.5033
667,591,33.3291,-9.0829
405,197,33.3636,-0.2464
1507,468,33.3785,0.6845
405,485,33.3889,0.5086
702,39,33.4021,-0.4536
1073,465,33.4315,0.2162
702,625,33.4513,0.1933
428,13,33.4637,12.6792
1507,213,33.4650,-0.8139
703,251,33.4724,-1.0162
703,255,33.4801,-0.9042
703,379,33.4821,0.8261
1507,203,33.5542,-1.1199
1507,170,33.5636,-0.0708
1507,487,33.5738,0.4474
2066,40,33.5781,22.4351
2066,16,33.5794,21.8247
703,242,33.5809,-1.1214
2321,512,33.5927,6.8884
703,226,33.6113,-0.4223
702,637,33.6189,-0.0489
1155,319,33.6473,-0.1679
667,606,33.6555,-7.9988
668,324,33.6879,-7.8367
703,183,33.7094,0.0263
428,623,33.7179,14.0910
405,501,33.7734,0.4576
1155,314,33.8063,-0.5685
2321,557,33.8287,6.6536
1155,336,33.8312,0.7072
668,291,33.8589,-9.3474
668,297,33.9206,-9.4269
2321,579,33.9227,7.2744
668,334,33.9319,-7.7900
668,276,33.9656,-9.1336
668,296,33.9667,-9.3862
703,413,33.9738,1.1650
2321,56,34.0222,5.6626
405,114,34.0255,-0.3514
405,570,34.0267,1.2527
703,130,34.0716,-1.1797
1507,521,34.0720,1.2095
668,246,34.1435,-9.5845
1507,576,34.1453,0.9749
1155,239,34.1785,-0.4252
668,260,34.1956,-9.3520
703,520,34.2301,0.4653
1155,366,34.2521,0.7889
668,258,34.2944,-9.7728
405,604,34.3353,0.9933
703,88,34.3522,-1.0660
1507,583,34.3674,0.6506
405,52,34.3693,-0.8742
668,429,34.3705,-8.5687
2321,28,34.4135,5.9903
668,193,34.4207,-8.9133
2634,346,34.4749,0.1907
406,303,34.4784,0.0428
668,163,34.4802,-9.0281
2636,282,34.4984,-0.2470
1155,403,34.5189,1.1573
703,92,34.5232,-1.1688
2636,293,34.5468,-0.3194
2635,343,34.6092,0.3945
2636,300,34.6185,-0.2089
2636,337,34.6808,0.2027
2635,262,34.7524,-0.1694
2635,261,34.7819,-0.0715
668,139,34.8025,-9.8363
2634,268,34.8447,-0.3782
2636,313,34.8695,-0.8711
2637,245,34.8891,-0.4528
1155,179,34.8939,-0.0529
2636,356,34.9403,0.6957
2636,209,34.9634,-0.2995
2634,384,35.0325,0.7108
2634,296,35.0487,-0.5637
668,546,35.1485,-8.5523
668,547,35.1512,-8.2119
2637,263,35.1698,-0.7099
668,573,35.2013,-8.0904
668,54,35.2088,-9.4713
1072,273,35.2144,-0.1375
704,265,35.2195,-0.4633
2637,419,35.2219,0.4922
668,105,35.2336,-9.2687
2636,408,35.2568,0.6052
1155,506,35.2636,0.3907
668,572,35.2647,-7.8303
2634,246,35.2834,-0.6758
2636,225,35.3236,-0.5066
406,438,35.3677,0.3489
2637,387,35.3891,1.0157
2637,397,35.4109,1.1277
406,189,35.4300,-0.3011
668,4,35.4475,-9.6444
704,221,35.4952,-0.1813
2634,190,35.5100,-0.0870
2634,478,35.5231,0.7265
2636,144,35.5259,-0.2896
2637,224,35.5364,-1.2077
704,181,35.5796,-0.1885
1155,576,35.5818,0.7403
1072,191,35.5964,-0.3274
2636,142,35.5980,-0.2552
406,480,35.6262,0.3124
2634,475,35.6475,0.2091
2634,179,35.6487,0.0480
704,246,35.6642,-0.9684
2636,232,35.6665,-0.6102
2635,198,35.6676,-0.1526
2637,237,35.7294,-0.8011
2637,517,35.7555,0.8075
704,200,35.7669,-0.2568
704,419,35.7670,0.7888
2636,464,35.7672,0.5026
2636,135,35.8042,-0.1800
2634,175,35.8213,-0.2928
2635,130,35.8455,-1.2620
1155,63,35.8534,-0.4180
2634,171,35.8604,-0.0790
2634,137,35.8878,-1.1249
2636,509,35.8886,1.1449
1155,583,35.9073,0.5418
1155,27,35.9340,-0.5513
1508,509,35.9367,0.6805
2636,186,35.9393,-0.5432
2635,530,35.9438,1.2574
704,459,35.9552,0.7911
704,485,35.9711,0.4229
2634,98,36.0296,-1.1217
2067,309,36.0448,-8.8308
454,438,36.0584,-8.4308
2634,83,36.0652,-0.6413
2637,153,36.0687,0.0226
2635,534,36.0788,0.9492
2637,116,36.0893,-0.8379
454,425,36.0933,-7.8830
1155,16,36.1073,-0.6823
2636,549,36.1500,0.7715
2634,533,36.1502,0.8308
454,436,36.1546,-8.5741
2636,127,36.1696,-0.4513
2637,119,36.2036,-0.7775
2636,117,36.2078,-0.7211
2635,142,36.2678,-0.3200
406,519,36.2711,0.2926
2636,556,36.3059,0.7951
1155,639,36.3063,0.2056
1508,533,36.3237,0.8061
406,114,36.3265,-0.2256
2634,573,36.3313,0.8066
2634,544,36.3374,0.6794
2067,328,36.3489,-7.6625
2637,536,36.3779,0.1539
2637,72,36.3805,-0.7322
2635,104,36.3871,-0.5224
2634,111,36.3879,0.0523
406,535,36.4185,0.9558
2635,57,36.4268,-0.9871
2634,551,36.4684,0.5896
2067,367,36.4742,-7.5515
2636,600,36.4786,0.9144
454,420,36.4854,-7.7187
2636,524,36.4898,0.4873
704,552,36.4899,0.1490
2634,557,36.4920,0.3274
2636,599,36.4934,1.2460
454,406,36.4991,-7.6608
1508,47,36.5234,-0.8458
2067,241,36.5508,-9.4447
1508,573,36.5604,0.7852
2635,575,36.5961,0.9743
407,304,36.6355,-0.6448
2635,615,36.6490,0.9290
2636,58,36.6697,0.1091
2635,610,36.6727,1.0832
2636,575,36.6835,0.5516
406,595,36.6976,0.2151
2634,71,36.7005,0.1235
1072,572,36.7012,1.0981
2634,611,36.7047,0.8035
1072,68,36.7064,-0.3231
2635,70,36.7245,-0.3399
1508,604,36.7304,1.1170
2634,593,36.7307,0.4665
705,329,36.7310,0.9321
2635,599,36.7382,0.1992
406,602,36.7580,1.1500
2636,43,36.7582,-0.4394
2635,587,36.7588,0.4623
2637,23,36.7687,-0.8761
454,450,36.7876,-7.4238
2637,577,36.7909,0.4619
2637,599,36.7948,1.0827
407,283,36.8039,-0.9858
2634,582,36.8409,0.4266
407,285,36.8500,-1.1065
704,596,36.8713,0.2467
2635,634,36.8716,0.6463
2637,624,36.8815,0.9127
454,176,36.8837,-8.8034
2634,31,36.9038,0.1213
2634,588,36.9991,0.1632
2636,568,37.0027,0.4532
1509,289,37.0327,-1.2612
1071,373,37.0569,0.5420
1509,299,37.0706,-0.9108
2634,38,37.0826,-0.0543
2634,30,37.0940,-0.3921
2637,4,37.0969,-0.4412
2637,631,37.1085,0.8403
407,220,37.1152,-1.0140
2635,621,37.1504,0.1609
406,37,37.1837,0.0381
1508,621,37.1870,0.4084
2635,22,37.1902,-0.2817
2637,14,37.2047,-0.0077
1509,249,37.2071,-0.7640
407,269,37.2821,-0.4860
705,214,37.2998,-0.8143
2067,135,37.3040,-9.4383
454,547,37.3454,-7.9759
1071,233,37.3653,-1.0237
705,226,37.4440,-0.6517
1071,230,37.4508,-0.8925
454,575,37.4599,-7.3849
1509,254,37.4768,-0.9396
1509,365,37.5470,0.9871
1509,417,37.5679,1.0515
2067,156,37.5804,-8.5319
454,48,37.5956,-9.5469
1071,514,37.6755,1.2211
1509,498,37.8223,0.1223
705,147,37.8782,-0.6501
1509,150,37.8854,-0.5136
454,610,37.9069,-7.4818
454,8,37.9078,-9.5344
407,483,37.9147,0.2996
455,344,37.9534,-7.6518
1509,85,38.0028,-1.1500
1071,121,38.0445,-0.3981
455,399,38.0743,-8.2084
407,512,38.0813,0.3519
2067,591,38.1170,-8.0539
705,559,38.1259,0.7777
455,340,38.1268,-7.4456
705,112,38.1308,-0.0030
1509,507,38.1399,0.1408
705,549,38.1937,0.2785
407,158,38.2200,-0.2309
407,52,38.2562,-0.8062
705,41,38.2634,-1.2463
407,544,38.2760,0.7707
407,105,38.2847,-0.4347
705,70,38.2901,-0.5167
705,572,38.2911,0.8405
1509,541,38.2956,0.5023
705,584,38.2961,0.4127
407,587,38.3555,0.4875
2444,305,38.3868,28.1412
407,579,38.3885,1.0592
1509,102,38.3923,-0.4934
706,306,38.3948,-0.5075
2067,635,38.4962,-8.2755
407,600,38.4988,0.8274
705,49,38.5005,-1.1350
1071,562,38.5081,0.3939
455,429,38.5374,-7.8521
1071,570,38.5514,0.6675
705,605,38.5548,1.2377
1071,631,38.5652,1.1096
2399,130,38.5912,25.2535
455,432,38.5978,-7.9943
1070,326,38.6254,0.7864
1510,304,38.6941,-0.2378
407,76,38.7158,0.0094
2444,360,38.7162,28.6596
455,362,38.7435,-7.6055
408,332,38.7592,0.7683
2067,31,38.7638,-8.6016
1070,357,38.7860,0.1650
1071,9,38.8264,-0.3356
1071,616,38.8472,0.1560
706,300,38.8639,-1.1379
455,410,38.8780,-7.0846
2399,579,38.9211,25.8516
408,331,38.9276,1.0346
706,290,38.9650,-1.2313
408,276,39.0060,-0.4245
408,289,39.1466,-1.1640
1510,270,39.1963,-0.5234
1509,625,39.2228,0.4055
1510,440,39.2375,0.4461
2444,437,39.2548,28.5331
455,86,39.2764,-9.5228
706,231,39.2848,-0.2944
1510,380,39.4045,0.8448
455,149,39.4180,-8.8491
706,416,39.4212,0.7270
455,487,39.4225,-8.1178
455,489,39.4579,-7.6639
706,467,39.4838,0.3541
455,460,39.4890,-7.2401
706,182,39.5803,-0.5081
706,457,39.5830,0.7148
706,472,39.5871,0.2388
408,164,39.6473,-0.0318
408,172,39.6733,-0.4170
1070,477,39.7058,0.1170
1070,469,39.7066,0.6365
408,462,39.7524,0.3450
408,134,39.7643,-0.6475
706,482,39.7758,0.4124
408,179,39.7874,-0.3560
455,577,39.8382,-7.4251
455,546,39.8478,-8.1681
455,11,39.8520,-9.0274
455,112,39.8658,-8.4161
408,494,39.8863,0.5205
455,569,39.8885,-7.1904
706,506,39.9262,0.1089
706,133,39.9435,-1.1123
706,540,39.9981,1.2403
455,554,40.0342,-8.2065
2444,538,40.0659,28.9728
706,146,40.0700,-0.7311
706,520,40.0886,0.3156
2444,497,40.1937,28.3008
2444,102,40.2009,27.6439
1510,101,40.2099,-0.5192
408,513,40.2315,0.2004
408,553,40.2354,0.4868
706,577,40.2465,0.7627
456,357,40.2756,-7.8032
1510,551,40.3479,0.3718
455,593,40.3579,-8.1599
408,57,40.4768,-0.7994
1510,556,40.4861,0.2351
455,613,40.4997,-7.5552
408,59,40.5191,-0.6433
408,576,40.5911,0.8202
2444,572,40.5975,29.2357
408,564,40.6001,1.0813
707,392,40.6277,-0.0083
1510,620,40.6744,1.2252
408,581,40.6767,0.6710
456,383,40.6976,-7.9992
707,397,40.7124,-0.0088
408,604,40.7502,1.1413
408,75,40.7535,-0.1821
408,80,40.7695,0.0015
408,596,40.7785,0.2054
706,67,40.8582,-0.5292
807,341,40.8703,0.6420
408,71,40.9049,-0.3945
408,610,40.9103,0.7427
456,377,40.9136,-7.4142
456,225,40.9324,-8.3527
408,35,40.9346,-0.0336
707,283,40.9474,-1.1033
706,25,40.9563,-0.1522
1069,389,40.9819,0.7146
1069,288,40.9913,-0.9133
2444,613,41.0353,28.8194
1664,271,41.0573,-0.0799
707,435,41.0651,-0.0147
408,30,41.1120,-0.5079
1069,324,41.1161,1.0375
707,371,41.1371,0.7721
707,422,41.1453,0.0236
408,628,41.1562,0.1903
1664,292,41.1656,-0.7159
1510,38,41.1774,-0.3890
1069,340,41.1906,1.0396
456,200,41.1991,-8.2683
1511,323,41.1995,1.0472
1511,284,41.2141,-0.8280
707,226,41.2180,-0.5550
707,258,41.2219,-1.2157
409,282,41.2383,-1.1361
1511,267,41.2710,-0.5784
707,403,41.2883,0.9714
707,252,41.2907,-1.0004
456,140,41.2966,-9.2679
1511,248,41.2997,-1.2216
1069,258,41.3005,-1.2206
1664,246,41.3122,-0.6839
1069,377,41.3142,0.9077
1511,256,41.3336,-0.7596
409,314,41.3814,-0.4367
1069,236,41.3854,-0.4606
1511,368,41.3897,1.1939
707,185,41.4616,-0.7245
456,179,41.4826,-8.6738
707,199,41.4885,-0.1399
1069,229,41.5098,-0.5393
409,412,41.5606,0.9076
1069,472,41.5692,0.3316
707,217,41.6187,-0.7492
1511,413,41.6232,1.0916
409,222,41.6352,-0.5373
1511,474,41.6662,-0.0437
707,484,41.6847,0.5005
409,220,41.7122,-0.7493
1069,412,41.7157,0.7926
456,529,41.7227,-7.0200
707,521,41.7291,1.2341
1069,196,41.7473,-0.1465
409,472,41.7549,0.0584
1511,136,41.7635,-1.0089
1069,492,41.8225,-0.0146
707,503,41.8292,0.3098
707,133,41.9130,-0.8726
409,167,41.9848,-0.2656
707,543,41.9903,0.2618
1069,537,42.0696,0.9396
456,565,42.0970,-6.7716
1069,99,42.1113,-0.6957
409,146,42.1699,-0.5967
1069,504,42.2781,0.6239
708,318,42.2804,-0.1138
708,350,42.2824,0.6548
707,57,42.3121,-0.9736
708,267,42.3584,-0.3302
456,604,42.3733,-7.0498
456,40,42.3892,-8.5818
456,603,42.3917,-7.0623
708,298,42.4614,-0.7068
457,307,42.4888,-7.9381
2398,331,42.5325,34.6793
410,357,42.5803,0.5168
1664,53,42.5852,-0.9531
457,261,42.5907,-7.9639
1511,595,42.6384,0.6414
457,330,42.6632,-6.9014
1068,297,42.6660,-0.7971
410,352,42.6769,0.5935
1512,338,42.7110,0.7509
457,347,42.7138,-7.4139
1511,6,42.7378,-0.9897
457,276,42.7646,-7.9322
409,71,42.7714,-0.2923
708,246,42.8019,-0.8689
457,382,42.8443,-7.3612
457,293,42.8489,-8.7386
707,26,42.8697,-0.4475
1664,584,42.8819,0.5477
457,395,42.9633,-7.6189
708,251,42.9633,-0.8833
1069,77,42.9647,-0.0687
708,436,42.9841,0.2437
457,257,42.9975,-8.7161
410,383,43.0179,0.5270
410,276,43.0408,0.0970
457,247,43.0880,-8.9210
708,183,43.0910,-0.5663
1511,29,43.0979,-0.6066
2398,397,43.1127,35.7135
410,336,43.1240,1.0136
457,255,43.1371,-8.5985
409,612,43.1972,0.8598
708,475,43.2088,0.1418
457,205,43.2774,-8.9943
1069,24,43.3963,-0.5109
410,211,43.4384,-0.7850
457,164,43.4387,-8.0648
410,212,43.4391,-0.6360
457,177,43.4748,-7.9951
410,426,43.5061,0.4878
457,491,43.5858,-7.6293
410,472,43.6598,0.3591
410,216,43.6975,-0.6865
1068,460,43.7497,0.9075
708,517,43.7747,0.2463
457,453,43.8012,-7.1855
410,450,43.8203,1.1929
410,466,43.8274,0.8132
1512,162,43.8597,-0.5409
708,153,43.9311,-0.1909
708,54,43.9631,-1.1342
708,554,43.9711,0.0993
2322,332,44.0059,5.7882
1512,492,44.0086,-0.0118
1512,152,44.0171,-0.1787
708,576,44.0297,1.0772
708,559,44.0548,0.2523
410,142,44.1862,0.2128
457,560,44.1930,-7.7363
1512,518,44.1940,0.6495
457,100,44.1961,-8.8448
1512,554,44.2042,0.3159
1068,506,44.2121,0.6031
2322,363,44.2145,6.1995
1068,87,44.2159,-1.0992
410,579,44.2581,1.1124
708,596,44.2880,0.1188
708,7,44.3237,-0.9375
457,78,44.3352,-8.0563
410,562,44.3516,1.2587
410,117,44.4490,-0.0842
1068,51,44.4726,-1.0812
1512,112,44.4745,-0.1123
411,316,44.4758,0.0851
457,54,44.5061,-8.6148
708,606,44.5110,1.0654
708,608,44.5536,1.1009
410,106,44.5805,-0.1351
2398,25,44.5978,33.5553
708,607,44.6134,1.0176
410,559,44.6208,0.2573
458,339,44.6909,-6.9175
1512,8,44.7123,-1.1735
1513,270,44.7424,-0.4742
411,398,44.7735,0.1894
708,621,44.7787,0.1327
1512,586,44.7994,0.3036
457,603,44.8392,-6.9010
708,32,44.8451,-0.1896
411,306,44.8688,-0.3333
458,398,44.8966,-7.1570
458,322,44.9136,-6.5329
802,244,44.9268,0.0273
1067,292,44.9436,-1.1846
1067,268,44.9483,-0.5754
