ix96629, plate, fiber, Z_START, Z_END, RA, DEC
3279,1714,313,2.810223,3.214044,221.551390,11.569264
3280,755,208,2.200000,2.380909,115.424690,31.302994
3281,1168,480,3.026710,4.098767,236.528310,46.937390
3282,1317,247,2.200000,2.885988,190.480730,56.223041
3283,436,144,2.955946,4.118300,119.387060,44.240186
3284,1287,187,2.200000,2.563050,214.553390,45.525589
3285,884,475,2.320858,3.013688,186.048130,52.871154
3286,1045,321,2.383377,2.843853,212.767220,52.298768
3287,1952,236,2.200000,2.345913,151.929570,32.063318
3288,836,458,2.296479,2.407184,171.054200,5.922509
3289,1351,198,2.297998,3.153060,223.654510,37.692936
3290,890,322,2.883742,3.912647,118.307580,33.057701
3291,753,310,3.210662,4.179274,4.557871,14.415463
3292,1317,247,2.200000,2.885988,190.480730,56.223041
3293,1318,147,2.236312,2.273940,195.461890,57.142791
3294,2095,293,2.200000,3.014252,179.798040,31.574261
3295,1944,580,2.846364,3.619766,145.774490,28.774849
3296,1423,279,2.200000,2.298431,249.649220,25.364308
3297,1956,65,2.552633,3.020885,155.278280,30.527106
3298,537,203,2.433605,2.654060,221.458150,0.513117
3299,1592,364,3.276124,3.861712,139.626750,33.806788
3300,2034,238,2.200000,2.365307,166.517530,34.751203
3301,462,102,2.697008,3.907578,56.011881,-6.883507
3302,983,301,3.180713,4.139922,312.423290,-0.680933
3303,1050,294,2.836634,3.691184,227.574110,45.357744
3304,1978,177,2.383377,3.371078,202.856810,28.611436
3305,434,515,2.844593,4.111093,117.766480,42.703229
3306,1926,606,2.200000,2.542042,126.116760,23.685541
3307,1055,122,2.725206,3.711618,241.505230,37.012919
3308,1313,501,2.890902,3.377374,180.383770,57.610218
3309,1839,318,3.229123,4.404430,211.263710,33.697188
3310,724,380,2.200000,2.275593,343.088930,-8.475978
3311,834,97,2.243772,2.395245,143.878150,46.309179
3312,1200,321,2.200000,2.787097,136.706780,42.052396
3313,832,176,2.787480,3.895204,138.794830,44.448867
3314,1356,235,2.289655,3.206906,150.801530,39.160005
3315,1158,494,2.200000,2.355754,208.546630,58.475962
3316,774,167,2.280578,3.146615,166.246400,60.808173
3317,894,358,2.200000,2.988017,125.519500,39.623029
3318,279,330,2.600397,3.895045,168.192930,0.832600
3319,493,246,3.005441,4.008043,181.164270,66.597164
3320,2000,441,2.340030,2.806204,190.215610,39.390836
3321,1402,47,3.331620,4.346723,235.918270,34.295679
3322,1194,377,2.355447,3.086423,138.184310,7.515400
3323,1357,428,3.264325,3.831051,152.836710,40.851188
3324,973,140,3.077090,4.323042,255.702320,31.679996
3325,1614,612,2.338492,3.486908,186.508760,13.354043
3326,476,473,2.490200,3.702015,143.987160,0.382135
3327,2096,19,3.442734,4.364651,159.830350,34.751272
3328,1362,114,2.433605,2.640864,164.213770,41.635978
3329,532,341,3.101572,4.387124,210.443870,2.742965
3330,1233,13,2.240786,2.294918,190.147920,8.820442
3331,749,177,3.209692,4.190006,358.434420,14.590347
3332,1824,226,2.786608,3.830408,211.370890,6.587225
3333,487,26,3.147156,3.273592,151.801040,62.622667
3334,1387,73,2.555907,3.358475,231.948790,32.371032
3335,1711,87,2.200000,3.483146,220.708840,9.333762
3336,820,84,2.255745,2.710768,254.196820,34.857676
3337,1610,222,2.829573,3.362890,178.231250,12.353593
3338,2036,509,3.023003,3.584947,173.378810,38.110605
3339,2092,472,3.257458,3.773206,167.639290,31.267463
3340,394,329,2.200000,2.324875,12.025268,0.773181
3341,918,637,2.954125,3.905163,218.328480,-1.629055
3342,992,309,2.200000,2.379048,142.129100,5.408973
3343,1316,298,2.200000,2.532231,186.328490,56.638226
3344,2020,599,2.200000,2.903392,190.502060,34.248430
3345,949,629,2.948665,3.825003,166.004360,58.272607
3346,1308,611,2.674941,3.176879,152.364240,11.303333
3347,2103,607,2.974206,4.264137,181.544180,37.296566
3348,1218,186,2.427286,3.514153,152.794810,42.660318
3349,462,102,2.697008,3.907578,56.011881,-6.883507
3350,2103,470,3.156716,4.319735,180.088110,36.323933
3351,1010,379,2.301797,2.762911,160.484610,53.712991
3352,936,260,2.418616,2.863901,134.382960,36.912951
3353,1574,519,2.971461,4.095530,246.416040,25.266334
3354,459,460,2.796211,3.982492,48.058248,-6.449672
3355,743,193,2.581380,3.040507,346.784650,14.443245
3356,873,134,2.200000,2.404273,154.897190,47.547310
3357,1939,294,2.987038,3.448040,140.916050,28.690874
3358,1700,68,2.423342,3.067316,205.122440,11.271894
3359,884,583,3.014675,4.241050,188.163750,52.880828
3360,371,634,2.338492,2.805253,329.017430,0.628432
3361,353,177,3.309733,4.439525,257.560520,59.390695
3362,1431,231,2.200000,2.870217,158.984580,44.553576
3363,1455,57,2.240040,3.194798,192.144650,46.654818
3364,551,410,2.917873,4.156078,133.113690,50.753001
3365,963,243,2.271526,2.728786,162.218760,46.936271
3366,390,271,3.171097,4.274205,4.958558,-0.677994
3367,1755,562,2.803210,3.988580,175.066590,15.991388
3368,964,109,2.787480,3.870800,167.644620,48.010306
3369,1047,314,3.089313,3.660267,218.512190,48.733591
3370,1443,589,2.200000,2.933082,173.997560,42.334577
3371,1201,546,2.696156,3.769157,140.481830,42.550106
3372,938,454,3.102517,3.958049,139.763270,40.729042
3373,564,356,2.932334,4.195470,129.922730,3.304737
3374,772,172,2.385715,3.220429,157.372610,62.208663
3375,1583,451,3.376736,3.945842,120.024820,21.527121
3376,1704,539,2.200000,2.887037,211.656700,14.258359
3377,2147,573,3.033205,4.303925,161.646860,9.927664
3378,940,234,2.200000,2.645002,144.367230,41.989563
3379,936,260,2.418616,2.863901,134.382960,36.912951
3380,1589,619,2.200000,3.063010,134.404920,29.692354
3381,946,27,4.091554,4.400450,155.929740,55.525657
3382,634,8,2.200000,2.572801,310.461220,-6.920455
3383,2003,10,2.394301,3.127825,186.967140,35.507379
3384,1583,451,3.376736,3.945842,120.024820,21.527121
3385,1303,231,3.196144,3.686482,142.361890,9.147282
3386,1406,615,2.200000,2.417935,244.010720,30.394408
3387,1780,390,2.200000,2.846605,120.956330,51.388875
3388,820,84,2.255745,2.710768,254.196820,34.857676
3389,1970,227,2.664801,4.010024,176.309110,39.787774
3390,840,126,2.898076,3.387769,178.269260,3.997661
3391,538,322,3.405045,4.425289,222.783090,2.937678
3392,2103,470,3.156716,4.319735,180.088110,36.323933
3393,749,177,3.209692,4.190006,358.434420,14.590347
3394,2036,62,2.200000,2.234439,174.058490,37.322284
3395,1325,637,2.200000,2.623440,215.672460,54.287589
3396,876,170,2.592116,3.380483,163.494460,50.072639
3397,815,584,2.520062,3.669880,246.605980,43.488931
3398,884,475,2.320858,3.013688,186.048130,52.871154
3399,439,528,2.818127,4.023280,122.728680,46.066075
3400,1354,78,2.243772,2.357433,232.103700,34.701141
3401,982,397,2.200000,2.574742,311.181300,1.186157
3402,994,245,2.200000,2.280533,147.426440,5.377874
3403,1697,121,2.585505,3.329864,198.564530,11.305692
3404,980,269,2.793590,3.633289,259.118030,27.580782
3405,1161,375,2.249005,3.019449,215.944310,56.695536
3406,1611,280,2.313984,3.464425,180.449630,12.108414
3407,470,568,2.266257,2.702570,136.614510,0.880644
3408,1708,368,2.200000,2.287810,215.762910,13.813071
3409,987,178,2.200000,2.544913,320.107460,-0.330020
3410,441,482,2.200000,2.583404,125.837030,47.338987
3411,1017,525,2.200000,2.935022,179.702610,56.075943
3412,836,131,2.738095,3.792541,171.018870,4.071695
3413,1755,562,2.803210,3.988580,175.066590,15.991388
3414,476,473,2.490200,3.702015,143.987160,0.382135
3415,2024,353,2.200000,2.886631,205.755430,32.906324
3416,288,266,2.220701,2.670267,183.957550,-0.575585
3417,276,172,3.072399,4.250187,163.335120,-0.280443
3418,1216,244,3.315691,3.896204,146.430860,39.832912
3419,748,144,2.221442,2.968266,356.559420,14.339529
3420,1187,37,4.027480,4.409964,131.215530,5.307727
3421,814,495,3.831148,3.837873,243.209340,45.550089
3422,2096,19,3.442734,4.364651,159.830350,34.751272
3423,1677,184,3.053688,3.977879,227.073210,43.443291
3424,1346,596,3.229123,4.160246,211.139770,42.753496
3425,880,456,2.257244,2.712203,174.660630,52.905052
3426,1165,84,2.489397,2.747972,228.671360,50.927217
3427,1217,342,2.213293,2.929884,148.400750,42.452131
3428,1434,604,2.200000,2.402818,163.502220,46.311497
3429,326,420,2.499857,3.561207,171.572520,-1.442394
3430,1744,368,2.731216,4.020983,149.904660,13.204304
3431,1957,395,2.410754,3.921151,155.736000,37.338419
3432,1591,263,2.200000,2.987126,136.287020,30.965924
3433,753,310,3.210662,4.179274,4.557871,14.415463
3434,1583,141,4.214952,4.240080,119.265590,20.236398
3435,1567,359,2.447866,3.425211,253.140260,18.667574
3436,731,199,2.930523,3.833833,323.396480,11.256238
3437,851,240,2.931428,3.776067,199.179180,4.516122
3438,760,383,2.457406,3.490818,124.477200,41.540370
3439,1373,563,2.907062,3.368919,193.329610,45.698027
3440,1175,558,2.420191,2.896660,252.112440,35.004818
3441,2005,191,2.545278,3.038170,204.002100,38.656026
3442,1430,327,3.241801,3.283988,157.116430,40.438435
3443,1268,120,2.826047,4.309429,129.663210,28.981313
3444,342,89,2.559183,3.350407,237.112870,-0.728809
3445,292,556,2.732934,3.509925,193.113670,0.167198
3446,493,246,3.005441,4.008043,181.164270,66.597164
3447,1296,569,2.200000,3.095600,126.691200,7.279736
3448,1402,47,3.331620,4.346723,235.918270,34.295679
3449,1397,520,2.715783,4.066533,223.006490,41.078882
3450,1418,469,2.200000,2.932607,240.266060,34.173627
3451,1041,206,3.301801,3.903252,201.338650,52.753640
3452,1173,304,2.882848,3.697095,247.168650,37.865986
3453,1669,441,2.200000,2.996640,205.702670,51.735122
3454,1303,231,3.196144,3.686482,142.361890,9.147282
3455,1451,605,2.200000,3.049496,186.327700,48.521133
3456,1699,302,3.220368,4.355306,201.302060,11.391604
3457,2196,82,2.200000,2.354342,240.839050,15.788042
3458,601,12,2.372487,3.072632,194.953230,63.926920
3459,1370,331,4.099767,4.178323,181.867720,44.920344
3460,1580,182,2.345418,3.140220,236.913230,31.322979
3461,1438,630,2.998070,3.527735,169.946130,46.374785
3462,626,126,2.838401,4.041793,248.237790,44.186176
3463,918,509,2.359312,3.354911,217.262660,-1.755374
3464,1303,231,3.196144,3.686482,142.361890,9.147282
3465,792,86,2.200000,2.250863,225.040140,54.738882
3466,1297,594,3.209692,4.379947,129.232540,6.684623
3467,2096,437,2.843708,3.984383,158.484220,35.962540
3468,1982,568,2.438352,3.182067,159.473190,34.118365
3469,771,391,2.450248,2.716648,152.040380,61.745879
3470,507,514,2.200000,2.543824,163.058170,2.322379
3471,300,475,2.990712,4.254673,206.846190,0.366349
3472,1372,185,2.331581,3.237210,188.827320,44.324591
3473,1338,586,2.451838,3.529983,248.250570,36.484684
3474,1922,119,2.200000,2.506768,120.383420,19.388220
3475,1273,216,2.291928,3.285106,138.028260,33.185937
3476,499,263,2.367056,3.074929,214.738040,63.923451
3477,2036,62,2.200000,2.234439,174.058490,37.322284
3478,2103,607,2.974206,4.264137,181.544180,37.296566
3479,1939,188,3.566152,3.636111,141.390150,28.998256
3480,2109,206,2.200000,2.628895,203.460210,31.339536
3481,1052,204,2.200000,3.005292,234.161260,42.473769
3482,498,184,2.200000,2.431627,210.777070,64.925647
3483,2030,530,2.369383,3.327636,168.428410,38.545635
3484,850,403,2.991631,4.174364,197.575470,6.031383
3485,1051,308,2.625353,3.131745,229.133110,44.460957
3486,1397,244,2.574788,3.626290,222.077580,40.141794
3487,2007,637,2.330047,2.795036,164.670980,38.958698
3488,326,415,2.680021,3.693887,171.642850,-1.410265
3489,763,126,2.204427,3.167732,130.909120,44.570803
3490,373,447,2.204427,2.872325,331.784700,1.023687
3491,1384,564,2.323918,3.302015,225.571320,35.916407
3492,728,422,2.200000,2.265970,317.604910,11.031531
3493,1308,48,2.200000,2.834616,152.118460,9.558163
3494,1015,181,2.344647,3.193689,174.115930,54.251238
3495,1303,231,3.196144,3.686482,142.361890,9.147282
3496,1396,358,2.289655,2.749249,218.095270,42.563928
3497,338,538,3.745154,3.817914,194.675500,-1.506316
3498,1427,347,2.282089,2.740458,153.016520,38.867328
3499,967,481,2.200000,2.608273,175.677590,49.680806
3500,1158,355,2.858783,3.951020,206.639660,58.419219
3501,1287,287,2.991631,4.259741,214.632100,44.827097
3502,1340,629,2.238548,2.303897,250.767180,32.575921
3503,1642,201,2.251250,3.179255,210.281940,36.419668
3504,1947,338,2.200000,3.129062,146.554670,29.757590
3505,1287,287,2.991631,4.259741,214.632100,44.827097
3506,1783,595,2.639572,3.147645,129.087430,56.344059
3507,396,454,3.081787,4.394748,16.580184,0.806495
3508,1297,548,2.929618,4.002667,128.804820,7.124816
3509,986,586,3.284995,3.808925,319.269880,1.111928
3510,1438,169,2.264753,3.005738,168.299960,45.553988
3511,1296,377,2.200000,2.914480,125.737690,7.017862
3512,999,136,2.200000,2.812005,158.207870,5.688427
3513,1014,211,2.200000,3.009005,172.534150,53.905526
3514,1574,519,2.971461,4.095530,246.416040,25.266334
3515,1378,270,2.230356,3.156218,207.959090,39.387896
3516,1944,142,2.715783,3.750149,145.462100,27.943250
3517,282,535,2.229612,3.384106,174.087710,0.839240
3518,295,329,2.200000,2.770950,197.868150,0.824916
3519,920,422,3.175902,4.127398,221.119310,-1.395572
3520,564,632,2.544462,3.039953,132.321800,3.101598
3521,567,628,2.390395,3.098511,140.267960,3.697370
3522,434,71,2.216995,3.543358,118.263920,42.525213
3523,1869,133,2.200000,2.778038,118.960230,51.105904
3524,1018,32,3.135712,4.031635,183.907450,54.993650
3525,749,177,3.209692,4.190006,358.434420,14.590347
3526,1265,79,2.200000,2.345857,121.761390,23.492271
3527,872,297,2.304078,2.765396,150.268050,46.506679
3528,1361,543,2.938677,4.049772,161.203290,42.585933
3529,268,238,2.837517,3.704975,149.481840,-0.340985
3530,1970,227,2.664801,4.010024,176.309110,39.787774
3531,1346,596,3.229123,4.160246,211.139770,42.753496
3532,449,630,2.949575,4.218349,136.169320,53.844125
3533,1187,37,4.027480,4.409964,131.215530,5.307727
3534,1735,420,2.489397,2.973355,114.278230,43.151113
3535,761,28,2.200000,2.510243,127.006950,41.327041
3536,900,508,2.200000,2.979612,141.197350,48.878564
3537,1373,591,2.200000,2.572267,193.626550,45.159814
3538,1669,441,2.200000,2.996640,205.702670,51.735122
3539,1983,291,2.467770,3.491511,162.784550,33.841780
3540,1936,61,2.395864,3.181483,138.412370,29.215176
3541,1692,325,2.547728,3.298174,253.063010,27.311609
3542,586,635,2.918775,4.236031,220.322760,3.986262
3543,1428,616,2.424919,3.362316,157.356260,39.618751
3544,1709,514,3.187457,4.089936,218.253720,10.507717
3545,1955,522,2.200000,2.890581,155.105330,33.775954
3546,951,418,2.200000,2.609787,169.809760,60.082546
3547,1293,30,2.200000,2.497541,233.399260,38.716989
3548,1982,593,2.248257,2.597779,160.001970,33.641874
3549,751,562,3.140477,3.456426,1.878445,16.125697
3550,1293,30,2.200000,2.497541,233.399260,38.716989
3551,490,241,2.583854,3.753089,163.670280,65.192525
3552,1979,474,3.128101,4.168612,170.532320,31.938578
3553,1755,562,2.803210,3.988580,175.066590,15.991388
3554,586,635,2.918775,4.236031,220.322760,3.986262
3555,1839,318,3.229123,4.404430,211.263710,33.697188
3556,406,114,2.542830,3.581047,36.326495,-0.225617
3557,496,597,2.237057,2.638527,202.853070,66.970150
3558,1407,479,2.200000,3.050040,244.347800,29.072594
3559,1982,593,2.248257,2.597779,160.001970,33.641874
3560,457,395,2.200000,3.037210,42.963360,-7.618818
3561,1402,47,3.331620,4.346723,235.918270,34.295679
3562,775,240,2.279067,2.736785,169.161690,61.504079
3563,2021,451,2.264753,2.720984,194.610190,40.508063
3564,955,297,2.200000,2.406402,182.988420,59.147566
3565,462,102,2.697008,3.907578,56.011881,-6.883507
3566,969,376,2.200000,2.589760,180.597500,50.754397
3567,899,604,2.200000,3.293412,138.791710,47.949675
3568,2096,19,3.442734,4.364651,159.830350,34.751272
3569,1450,147,2.418616,3.321637,183.661220,42.184973
3570,1928,536,2.248257,3.403847,128.322500,24.980892
3571,538,322,3.405045,4.425289,222.783090,2.937678
3572,1161,305,2.324684,2.333399,214.819030,55.125178
3573,538,322,3.405045,4.425289,222.783090,2.937678
3574,1865,364,2.924193,3.968958,111.496060,43.384390
3575,1669,323,2.607866,3.360712,204.684840,51.632448
3576,1297,594,3.209692,4.379947,129.232540,6.684623
3577,1590,356,2.463780,3.461326,134.126780,31.133167
3578,1581,24,2.211814,2.930993,236.954670,32.414575
3579,2096,330,2.381819,3.284265,157.969370,36.417825
3580,1360,171,2.200000,2.240607,157.780660,41.215023
3581,1266,222,2.200000,2.847318,123.414290,25.167987
3582,815,584,2.520062,3.669880,246.605980,43.488931
3583,1322,546,2.200000,2.279999,207.512240,56.059151
3584,1401,140,2.200000,2.323242,233.579000,35.323369
3585,964,109,2.787480,3.870800,167.644620,48.010306
3586,1300,619,2.273786,3.018252,137.735850,8.747756
3587,2109,206,2.200000,2.628895,203.460210,31.339536
3588,340,594,2.263250,2.963594,199.099990,-1.976377
3589,768,106,2.200000,2.827360,145.692720,52.334095
3590,446,189,2.200000,2.971999,130.400770,54.179728
3591,1018,246,2.646283,3.677839,180.902450,53.998096
3592,566,14,2.262499,3.251694,137.728320,2.617942
3593,1984,377,2.880166,3.789274,187.817030,41.227045
3594,282,535,2.229612,3.384106,174.087710,0.839240
3595,753,310,3.210662,4.179274,4.557871,14.415463
3596,1039,72,2.286626,2.367604,197.400370,54.292483
3597,931,549,2.200000,2.353021,126.024630,31.209817
3598,602,289,2.414683,2.891571,194.662250,63.559160
3599,1767,8,2.389615,2.863218,186.704460,14.028679
3600,1379,419,3.299821,3.900500,211.096010,40.086399
3601,1980,65,2.584680,3.446575,169.595170,38.810939
3602,1047,314,3.089313,3.660267,218.512190,48.733591
3603,983,619,2.202951,2.463862,314.246440,0.818809
3604,2007,564,2.495830,2.984017,164.177330,38.096872
3605,948,74,2.267761,3.199580,162.038270,57.044991
3606,933,551,3.278094,3.839635,130.184120,34.183789
3607,717,163,2.434396,3.481503,330.553430,-8.872716
3608,812,331,2.200000,2.256763,236.759340,49.632003
3609,613,13,2.546095,2.570049,231.280330,58.825279
3610,1699,302,3.220368,4.355306,201.302060,11.391604
3611,1822,235,3.061162,3.967325,238.677200,4.922396
3612,1667,505,2.200000,3.849990,199.809190,52.033357
3613,1372,465,2.618681,3.792788,188.869550,45.324870
3614,846,115,3.171097,3.706233,190.412340,4.622001
3615,973,140,3.077090,4.323042,255.702320,31.679996
3616,449,630,2.949575,4.218349,136.169320,53.844125
3617,1457,339,2.214773,2.664049,192.153380,47.676311
3618,1614,612,2.338492,3.486908,186.508760,13.354043
3619,1293,597,3.270221,3.803213,232.721460,39.683754
3620,1837,195,2.685958,3.806262,240.277440,4.592922
3621,289,123,2.200000,2.831399,186.876580,-1.079473
3622,1187,37,4.027480,4.409964,131.215530,5.307727
3623,1217,342,2.213293,2.929884,148.400750,42.452131
3624,589,481,2.308646,3.617509,225.870360,4.330285
3625,1045,618,3.291907,3.873206,216.168320,51.924280
3626,846,376,3.574571,3.589571,189.479260,5.808509
3627,1206,593,2.462186,3.249427,124.813460,27.886485
3628,852,205,2.758810,3.961643,201.340230,3.559963
3629,1681,514,2.200000,2.322272,238.479600,37.978925
3630,1158,355,2.858783,3.951020,206.639660,58.419219
3631,1643,456,2.222184,2.671979,213.328590,37.324407
3632,855,151,2.310170,3.008421,208.212740,4.348798
3633,436,253,2.881954,3.757930,118.336150,43.642483
3634,2113,182,2.582204,3.560732,172.500960,34.773891
3635,490,241,2.583854,3.753089,163.670280,65.192525
3636,749,177,3.209692,4.190006,358.434420,14.590347
